text,category,priority
Visit ATM to withdraw cash next Thursday at 11:00 am,Errands,Medium
Update project documentation tomorrow at 7:00 pm,Work,Medium
Organize wardrobe after lunch at 2:30 pm,Personal,Medium
Catch up with friend on call before midnight today,Personal,Medium
Organize project folders after lunch at 2:30 pm,Work,Low
Solve previous year question papers next Wednesday at 5:30 pm,Study,High
Finish assignment due soon tomorrow at 7:00 pm,Study,High
Prepare client presentation urgently this weekend at 5:00 pm,Work,High
Watch a relaxing movie today at 8:00 pm,Personal,Low
Transfer rent to landlord tonight at 10:00 pm,Finance,High
Monitor high fever closely next Tuesday at 3:00 pm,Health,High
Do home workout today at 9:30 pm,Health,Medium
Schedule emergency health checkup on Sunday at 6:00 pm,Health,High
Review pull requests next Wednesday at 5:30 pm,Work,Medium
Compare credit card offers after lunch at 2:30 pm,Finance,Low
Read textbook chapter calmly next Monday at 9:00 am,Study,Medium
Submit deployment plan before deadline before lunch at 1:00 pm,Work,High
Resolve bank account issue next Thursday at 11:00 am,Finance,High
Resolve bank account issue today at 8:00 pm,Finance,High
Research new workout ideas on Saturday at 4:00 pm,Health,Low
Review pull requests next Thursday at 11:00 am,Work,Medium
Plan savings for next month after dinner at 9:30 pm,Finance,Medium
Go for evening walk tomorrow morning at 7:30 am,Health,Medium
Prepare client presentation urgently tomorrow at 6:30 am,Work,High
Submit deployment plan before deadline tomorrow morning at 7:30 am,Work,High
Check investment portfolio tomorrow at 7:00 pm,Finance,Medium
Compare credit card offers this weekend at 5:00 pm,Finance,Low
Resolve bank account issue next Monday at 9:00 am,Finance,High
Journal about the day after lunch at 2:30 pm,Personal,Medium
Plan study schedule for the week on Sunday at 6:00 pm,Study,Medium
Catch up with friend on call on Friday at 7:30 pm,Personal,Medium
Handle personal emergency task tomorrow at 7:00 pm,Personal,High
Review monthly budget tomorrow morning at 7:30 am,Finance,Medium
Approve important payment today at 8:00 pm,Finance,High
Go for evening walk today at 9:30 pm,Health,Medium
Transfer rent to landlord on Friday at 7:30 pm,Finance,High
Transfer rent to landlord next Tuesday at 3:00 pm,Finance,High
Track calories after dinner tonight at 10:00 pm,Health,Medium
Prepare healthy meal after lunch at 2:30 pm,Health,Medium
Watch fitness video on Friday at 7:30 pm,Health,Low
Catch up with friend on call next Monday at 9:00 am,Personal,Medium
Recharge mobile plan before expiry next Tuesday at 3:00 pm,Errands,High
Go for evening walk after dinner at 9:30 pm,Health,Medium
Collect laundry tomorrow morning at 7:30 am,Errands,Medium
Organize wardrobe after lunch at 2:30 pm,Personal,Medium
Plan tasks for next sprint today at 9:30 pm,Work,Medium
Review monthly budget next Monday at 9:00 am,Finance,Medium
Plan study schedule for the week tomorrow at 6:30 am,Study,Medium
Prepare notes for tomorrow's test tomorrow at 7:00 pm,Study,High
Review monthly budget tomorrow evening at 8:00 pm,Finance,Medium
Review solved examples casually on Saturday at 4:00 pm,Study,Low
Read a novel chapter after lunch at 2:30 pm,Personal,Low
Clean up old branches in git next Monday at 9:00 am,Work,Low
Scroll social media freely next Tuesday at 3:00 pm,Personal,Low
Talk to close friend about urgent issue next Monday at 9:00 am,Personal,High
Approve important payment next Wednesday at 5:30 pm,Finance,High
Take important medication on Friday at 7:30 pm,Health,High
Prepare client presentation urgently next Monday at 9:00 am,Work,High
Read tech blog article next Thursday at 11:00 am,Study,Low
Research mutual funds on Sunday at 6:00 pm,Finance,Low
Complete tax filing before deadline next Tuesday at 3:00 pm,Finance,High
Revise important exam chapters next Wednesday at 5:30 pm,Study,High
Explore new online course before lunch at 1:00 pm,Study,Low
Read textbook chapter calmly after lunch at 2:30 pm,Study,Medium
Schedule emergency health checkup next Thursday at 11:00 am,Health,High
Skim through extra readings today at 9:30 pm,Study,Low
Collect laundry tomorrow at 7:00 pm,Errands,Medium
Complete sprint tasks ASAP tomorrow morning at 7:30 am,Work,High
Handle personal emergency task today at 8:00 pm,Personal,High
Look at furniture options on Friday at 7:30 pm,Errands,Low
Plan study schedule for the week next Tuesday at 3:00 pm,Study,Medium
Refill gas cylinder soon next Thursday at 11:00 am,Errands,High
Prepare notes for tomorrow's test next Thursday at 11:00 am,Study,High
Attend important family call next Thursday at 11:00 am,Personal,High
Prepare healthy meal next Wednesday at 5:30 pm,Health,Medium
Handle personal emergency task after lunch at 2:30 pm,Personal,High
Prepare notes for tomorrow's test next Tuesday at 3:00 pm,Study,High
Organize project folders this weekend at 5:00 pm,Work,Low
Research mutual funds today at 9:30 pm,Finance,Low
Handle personal emergency task today at 9:30 pm,Personal,High
Watch a relaxing movie tomorrow morning at 7:30 am,Personal,Low
Watch fitness video on Sunday at 6:00 pm,Health,Low
Review monthly budget next Thursday at 11:00 am,Finance,Medium
Clean room properly tomorrow evening at 8:00 pm,Personal,Medium
Update expense tracker this weekend at 5:00 pm,Finance,Medium
Explore supermarket offers on Friday at 7:30 pm,Errands,Low
Review pull requests on Friday at 7:30 pm,Work,Medium
Watch recorded lecture this weekend at 5:00 pm,Study,Medium
Research mutual funds tomorrow at 7:00 pm,Finance,Low
Plan study schedule for the week tomorrow at 7:00 pm,Study,Medium
Transfer rent to landlord tomorrow evening at 8:00 pm,Finance,High
Take important medication before midnight today,Health,High
Complete critical personal work tonight at 10:00 pm,Personal,High
Prepare healthy meal on Friday at 7:30 pm,Health,Medium
Check investment portfolio after lunch at 2:30 pm,Finance,Medium
Plan tasks for next sprint tomorrow at 6:30 am,Work,Medium
Complete sprint tasks ASAP next Tuesday at 3:00 pm,Work,High
Review pull requests next Thursday at 11:00 am,Work,Medium
Schedule emergency health checkup next Wednesday at 5:30 pm,Health,High
Clean up old branches in git next Wednesday at 5:30 pm,Work,Low
Handle personal emergency task tomorrow evening at 8:00 pm,Personal,High
Check investment portfolio next Thursday at 11:00 am,Finance,Medium
Practice coding problems urgently before midnight today,Study,High
Refactor old code module this weekend at 5:00 pm,Work,Medium
Drop parcel at post office on Saturday at 4:00 pm,Errands,Medium
Read tech blog article tonight at 10:00 pm,Study,Low
Plan savings for next month today at 9:30 pm,Finance,Medium
Revise important exam chapters next Monday at 9:00 am,Study,High
Prepare healthy meal on Friday at 7:30 pm,Health,Medium
Explore new online course on Friday at 7:30 pm,Study,Low
Go for evening walk today at 8:00 pm,Health,Medium
Track calories after dinner tomorrow evening at 8:00 pm,Health,Medium
Scroll social media freely next Tuesday at 3:00 pm,Personal,Low
Transfer rent to landlord today at 9:30 pm,Finance,High
Pay electricity bill before cut off next Thursday at 11:00 am,Errands,High
Clean room properly this weekend at 5:00 pm,Personal,Medium
Practice yoga session next Tuesday at 3:00 pm,Health,Medium
Pay electricity bill before cut off next Thursday at 11:00 am,Errands,High
Approve important payment today at 8:00 pm,Finance,High
Practice coding problems urgently next Tuesday at 3:00 pm,Study,High
Look at furniture options tomorrow morning at 7:30 am,Errands,Low
Research mutual funds before midnight today,Finance,Low
Review long-term backlog items on Saturday at 4:00 pm,Work,Low
Read health tips article next Thursday at 11:00 am,Health,Low
Watch video on budgeting tomorrow evening at 8:00 pm,Finance,Low
Organize wardrobe on Saturday at 4:00 pm,Personal,Medium
Organize project folders tomorrow at 6:30 am,Work,Low
Watch video on budgeting next Thursday at 11:00 am,Finance,Low
Experiment with new library after dinner at 9:30 pm,Work,Low
Plan study schedule for the week after dinner at 9:30 pm,Study,Medium
Complete sprint tasks ASAP next Wednesday at 5:30 pm,Work,High
Window shop at mall tomorrow evening at 8:00 pm,Errands,Low
Review pull requests this weekend at 5:00 pm,Work,Medium
Collect laundry after lunch at 2:30 pm,Errands,Medium
Practice a few coding problems tomorrow at 6:30 am,Study,Medium
Practice a few coding problems this weekend at 5:00 pm,Study,Medium
Resolve bank account issue next Tuesday at 3:00 pm,Finance,High
Explore new investment options after lunch at 2:30 pm,Finance,Low
Review design mockups on Saturday at 4:00 pm,Work,Medium
Browse memes for fun after dinner at 9:30 pm,Personal,Low
Explore new investment options tomorrow morning at 7:30 am,Finance,Low
Check out new store nearby next Tuesday at 3:00 pm,Errands,Low
Explore new online course on Saturday at 4:00 pm,Study,Low
Download bank statements before midnight today,Finance,Medium
Explore supermarket offers on Sunday at 6:00 pm,Errands,Low
Listen to music tomorrow evening at 8:00 pm,Personal,Low
Talk to close friend about urgent issue tomorrow evening at 8:00 pm,Personal,High
Watch a relaxing movie after dinner at 9:30 pm,Personal,Low
Take important medication next Thursday at 11:00 am,Health,High
Go for evening walk today at 8:00 pm,Health,Medium
Read textbook chapter calmly on Saturday at 4:00 pm,Study,Medium
Listen to music next Wednesday at 5:30 pm,Personal,Low
Visit doctor immediately before lunch at 1:00 pm,Health,High
Compare credit card offers before lunch at 1:00 pm,Finance,Low
Review optional tech article tomorrow at 7:00 pm,Work,Low
Skim through extra readings today at 9:30 pm,Study,Low
Prepare notes for tomorrow's test today at 9:30 pm,Study,High
Watch a relaxing movie tomorrow morning at 7:30 am,Personal,Low
Do home workout today at 9:30 pm,Health,Medium
Update expense tracker before midnight today,Finance,Medium
Pick up urgent courier next Monday at 9:00 am,Errands,High
Pick up urgent courier tomorrow at 6:30 am,Errands,High
Explore new investment options next Thursday at 11:00 am,Finance,Low
Compare credit card offers on Friday at 7:30 pm,Finance,Low
Skim through extra readings before lunch at 1:00 pm,Study,Low
Prepare notes for tomorrow's test after lunch at 2:30 pm,Study,High
Refill gas cylinder soon after lunch at 2:30 pm,Errands,High
Review design mockups tomorrow morning at 7:30 am,Work,Medium
Go for evening walk next Monday at 9:00 am,Health,Medium
Watch recorded lecture next Monday at 9:00 am,Study,Medium
Explore supermarket offers tomorrow at 6:30 am,Errands,Low
Download bank statements on Friday at 7:30 pm,Finance,Medium
Attend important family call this weekend at 5:00 pm,Personal,High
Watch fitness video today at 9:30 pm,Health,Low
Schedule emergency health checkup tonight at 10:00 pm,Health,High
Recharge mobile plan before expiry today at 9:30 pm,Errands,High
Look at furniture options before lunch at 1:00 pm,Errands,Low
Research new workout ideas tomorrow at 7:00 pm,Health,Low
Review design mockups today at 8:00 pm,Work,Medium
Drop parcel at post office on Friday at 7:30 pm,Errands,Medium
Browse memes for fun tomorrow at 6:30 am,Personal,Low
Practice coding problems urgently next Thursday at 11:00 am,Study,High
Plan tasks for next sprint on Saturday at 4:00 pm,Work,Medium
Skim through extra readings tomorrow at 7:00 pm,Study,Low
Watch video on budgeting next Wednesday at 5:30 pm,Finance,Low
Call parents urgently this weekend at 5:00 pm,Personal,High
Track calories after dinner tonight at 10:00 pm,Health,Medium
Collect laundry tomorrow evening at 8:00 pm,Errands,Medium
Practice a few coding problems next Tuesday at 3:00 pm,Study,Medium
Summarize class notes tomorrow at 6:30 am,Study,Medium
Complete tax filing before deadline after lunch at 2:30 pm,Finance,High
Update project documentation next Wednesday at 5:30 pm,Work,Medium
Listen to music on Saturday at 4:00 pm,Personal,Low
Transfer rent to landlord tomorrow evening at 8:00 pm,Finance,High
Watch video on budgeting next Monday at 9:00 am,Finance,Low
Plan weekend outing on Saturday at 4:00 pm,Personal,Medium
Pay electricity bill before cut off tomorrow morning at 7:30 am,Errands,High
Review monthly budget tonight at 10:00 pm,Finance,Medium
Watch video on budgeting on Saturday at 4:00 pm,Finance,Low
Pay credit card bill urgently before midnight today,Finance,High
Window shop at mall after lunch at 2:30 pm,Errands,Low
Review monthly budget on Sunday at 6:00 pm,Finance,Medium
Listen to music tomorrow morning at 7:30 am,Personal,Low
Practice yoga session next Monday at 9:00 am,Health,Medium
Handle personal emergency task on Sunday at 6:00 pm,Personal,High
Plan diet chart someday before lunch at 1:00 pm,Health,Low
Revise important exam chapters next Monday at 9:00 am,Study,High
Experiment with new library before midnight today,Work,Low
Look at furniture options next Monday at 9:00 am,Errands,Low
Complete critical personal work next Monday at 9:00 am,Personal,High
Prepare client presentation urgently today at 9:30 pm,Work,High
Complete tax filing before deadline on Sunday at 6:00 pm,Finance,High
Refactor old code module on Friday at 7:30 pm,Work,Medium
Browse items online tomorrow morning at 7:30 am,Errands,Low
Window shop at mall tomorrow morning at 7:30 am,Errands,Low
Attend important family call before lunch at 1:00 pm,Personal,High
Review long-term backlog items this weekend at 5:00 pm,Work,Low
Catch up with friend on call tomorrow at 7:00 pm,Personal,Medium
Handle personal emergency task next Monday at 9:00 am,Personal,High
Review design mockups on Saturday at 4:00 pm,Work,Medium
Plan savings for next month tomorrow at 7:00 pm,Finance,Medium
Summarize class notes after lunch at 2:30 pm,Study,Medium
Practice yoga session this weekend at 5:00 pm,Health,Medium
Revise important exam chapters next Thursday at 11:00 am,Study,High
Look at furniture options tomorrow at 7:00 pm,Errands,Low
Review pull requests after lunch at 2:30 pm,Work,Medium
